idx,rel_path,in_path,out_path,orig_fs,used_fs,channel_idx,env_file,range_m,src_z,rcv_z,Npaths,power_db
11,train\ClassA\fishing\train_ClassA_fishing_id73_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id73_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id73_seg001.wav,16000,16000,24,env_057_isothermal_H200_R500_sand.arr,500.00,NaN,NaN,2,2.901
12,train\ClassA\fishing\train_ClassA_fishing_id73_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id73_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id73_seg002.wav,16000,16000,5,env_002_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.867
13,train\ClassA\fishing\train_ClassA_fishing_id73_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id73_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id73_seg003.wav,16000,16000,19,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,10.151
14,train\ClassA\fishing\train_ClassA_fishing_id73_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id73_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id73_seg004.wav,16000,16000,31,env_074_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
15,train\ClassA\fishing\train_ClassA_fishing_id73_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id73_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id73_seg005.wav,16000,16000,35,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
16,train\ClassA\fishing\train_ClassA_fishing_id73_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id73_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id73_seg006.wav,16000,16000,2,env_001_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.430
17,train\ClassA\fishing\train_ClassA_fishing_id73_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id73_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id73_seg007.wav,16000,16000,23,env_057_isothermal_H200_R500_sand.arr,500.00,NaN,NaN,2,2.972
18,train\ClassA\fishing\train_ClassA_fishing_id74_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg008.wav,16000,16000,40,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.917
19,train\ClassA\fishing\train_ClassA_fishing_id74_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg009.wav,16000,16000,46,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.025
20,train\ClassA\fishing\train_ClassA_fishing_id74_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg010.wav,16000,16000,14,env_026_summer_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,9.033
21,train\ClassA\fishing\train_ClassA_fishing_id74_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg011.wav,16000,16000,14,env_026_summer_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,9.033
22,train\ClassA\fishing\train_ClassA_fishing_id74_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg012.wav,16000,16000,18,env_034_summer_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.781
23,train\ClassA\fishing\train_ClassA_fishing_id74_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg013.wav,16000,16000,26,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.901
24,train\ClassA\fishing\train_ClassA_fishing_id74_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg014.wav,16000,16000,43,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
25,train\ClassA\fishing\train_ClassA_fishing_id74_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id74_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id74_seg015.wav,16000,16000,35,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
26,train\ClassA\fishing\train_ClassA_fishing_id76_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg016.wav,16000,16000,30,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,7.686
27,train\ClassA\fishing\train_ClassA_fishing_id76_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg017.wav,16000,16000,2,env_001_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.430
28,train\ClassA\fishing\train_ClassA_fishing_id76_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg018.wav,16000,16000,22,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,9.990
29,train\ClassA\fishing\train_ClassA_fishing_id76_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg019.wav,16000,16000,28,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.025
30,train\ClassA\fishing\train_ClassA_fishing_id76_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg020.wav,16000,16000,32,env_074_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.025
31,train\ClassA\fishing\train_ClassA_fishing_id76_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg021.wav,16000,16000,49,env_106_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
32,train\ClassA\fishing\train_ClassA_fishing_id76_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg022.wav,16000,16000,5,env_002_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.867
33,train\ClassA\fishing\train_ClassA_fishing_id76_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg023.wav,16000,16000,35,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
34,train\ClassA\fishing\train_ClassA_fishing_id76_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg024.wav,16000,16000,45,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
35,train\ClassA\fishing\train_ClassA_fishing_id76_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\fishing\train_ClassA_fishing_id76_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\fishing\train_ClassA_fishing_id76_seg025.wav,16000,16000,18,env_034_summer_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.781
36,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg000.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg000.wav,16000,16000,47,env_105_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
37,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg001.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg001.wav,16000,16000,38,env_081_winter_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.577
38,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg002.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg002.wav,16000,16000,8,env_009_munk_H200_R500_sand.arr,500.00,NaN,NaN,2,2.846
39,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg003.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg003.wav,16000,16000,16,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.781
40,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg004.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg004.wav,16000,16000,15,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,3,2.824
41,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg005.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg005.wav,16000,16000,10,env_010_munk_H200_R500_mud.arr,500.00,NaN,NaN,2,2.846
42,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg006.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg006.wav,16000,16000,35,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
43,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg007.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg007.wav,16000,16000,44,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.025
44,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg008.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg008.wav,16000,16000,18,env_034_summer_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.781
45,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg009.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg009.wav,16000,16000,14,env_026_summer_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,9.033
46,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg010.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg010.wav,16000,16000,49,env_106_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
47,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg011.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg011.wav,16000,16000,16,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.781
48,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg012.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg012.wav,16000,16000,41,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.344
49,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg013.wav,16000,16000,19,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,10.151
50,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg014.wav,16000,16000,5,env_002_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.867
51,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg015.wav,16000,16000,11,env_025_summer_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,9.565
52,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg016.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
53,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg017.wav,16000,16000,17,env_034_summer_shallow_H200_R500_mud.arr,500.00,NaN,NaN,3,2.824
54,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id47_seg018.wav,16000,16000,6,env_002_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.430
55,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg019.wav,16000,16000,4,env_001_munk_H50_R500_sand.arr,500.00,NaN,NaN,12,9.430
56,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg020.wav,16000,16000,36,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.917
57,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg021.wav,16000,16000,16,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.781
58,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg022.wav,16000,16000,43,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
59,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg023.wav,16000,16000,24,env_057_isothermal_H200_R500_sand.arr,500.00,NaN,NaN,2,2.901
60,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg024.wav,16000,16000,42,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.577
61,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg025.wav,16000,16000,46,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.025
62,train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassA\mussel_boat\train_ClassA_mussel_boat_id49_seg026.wav,16000,16000,26,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.901
